campaign_id,campaign_name,channel,start_date,end_date,target_audience,region,spend_inr,impressions,clicks,conversions,revenue_inr
1561,Clearance Sale Push,Google Ads,2024-09-22,2024-10-16,Male 18-24,South,31856.75,970551,20748,1502,1794920.25
1182,Wedding Season Special,Instagram,2024-11-25,2024-12-08,Male 25-34,North,54565.11,1980148,37167,939,740035.65
1660,Herbal Range Awareness,Facebook,2024-04-02,2024-04-18,Female 35-44,West,40608.5,639563,7113,272,242383.82
1265,New Year Wellness,Email,2024-08-08,2024-08-23,Male 25-34,Central,7468.97,128764,3238,128,109445.94
1773,Ayurvedic Range Launch,YouTube,2024-05-09,2024-05-29,Male 45+,South,49976.18,1330871,41884,1777,1693321.14
1006,Monsoon Skincare Push,Email,2024-02-28,2024-03-25,Female 18-24,West,6256.14,214053,3254,99,113910
1711,Ayurvedic Range Launch,Facebook,2024-08-22,2024-09-17,Male 25-34,West,20648.43,325921,10156,760,277767.02
1570,Clearance Sale Push,Instagram,2024-05-27,2024-06-18,Female 45+,West,30039.42,990715,27809,784,1366074.73
1128,Sunscreen Season Campaign,YouTube,2024-06-17,2024-07-06,Female 45+,West,47296.22,1683195,41290,2130,1673394.38
1542,Monsoon Skincare Push,Facebook,2024-09-06,2024-09-19,Male 25-34,West,26185.03,934641,13116,437,481073.65
1259,Ayurvedic Range Launch,YouTube,2024-09-15,2024-09-30,Female 45+,North,26863.23,1073477,19634,680,548742.83
1402,Festive Gift Bundle,Google Ads,2024-04-02,2024-04-07,Male 35-44,South,14095.12,348832,5093,198,162382.93
1757,Ayurvedic Range Launch,YouTube,2024-06-09,2024-06-24,Male 18-24,East,57451.12,1362328,19332,1310,1441817.51
1049,Clearance Sale Push,Google Ads,2024-01-15,2024-01-21,Male 25-34,North,65730.04,1468027,23848,481,538811.95
1275,Wedding Season Special,Google Ads,2024-06-09,2024-06-26,Female 45+,North,75739.74,2219050,46788,2568,1376716.55
1063,Herbal Range Awareness,YouTube,2024-06-28,2024-07-20,Female 25-34,South,23616.4,518715,6112,244,283869.67
1067,Festive Gift Bundle,Email,2024-02-06,2024-02-23,Male 35-44,Central,1296.12,20049,654,46,54503.14
1129,Herbal Range Awareness,Facebook,2024-07-11,2024-07-24,Male 35-44,West,22060.68,844961,9289,741,452672.79
1190,Influencer Collab - Skincare,Email,2024-04-18,2024-05-16,Female 35-44,West,5127.85,98580,1577,87,35163.4
1539,Monsoon Skincare Push,Instagram,2024-05-21,2024-06-02,Female 25-34,East,44374.64,1114424,18707,475,733827.29
1769,Men'S Grooming Drive,Instagram,2024-04-01,2024-04-10,Male 35-44,North,56471.81,1193879,6282,438,640008.65
1640,Men'S Grooming Drive,Google Ads,2024-09-12,2024-10-01,Male 35-44,Central,73889.18,2782485,84029,5814,8636562.03
1018,Summer Glow Launch,Facebook,2024-07-05,2024-08-04,Male 25-34,South,45552.68,922528,11518,198,293271.37
1364,Baby Care Trust Campaign,Google Ads,2024-11-24,2024-12-19,Female 18-24,East,54110.94,1881734,17091,650,819669.24
1633,Hair Care Revamp,YouTube,2024-03-30,2024-04-19,Male 18-24,South,84103.93,1940118,26753,1942,1262611.77
1472,Festive Gift Bundle,Instagram,2024-09-01,2024-09-24,Female 45+,South,21471.17,690651,18230,1021,568566.01
1572,Sunscreen Season Campaign,Google Ads,2024-11-22,2024-12-14,Male 45+,West,38602.76,1138366,8408,612,703554.84
1629,Baby Care Trust Campaign,Facebook,2024-05-25,2024-06-16,Female 18-24,West,27593.3,575815,18791,361,444147.88
1617,Festive Gift Bundle,Instagram,2024-02-21,2024-03-12,Male 35-44,East,43712.89,1419335,45965,2610,4059732.69
1421,Sunscreen Season Campaign,Facebook,2024-02-03,2024-02-11,Female 45+,South,44839.82,819217,8756,413,560363.83
1247,Summer Glow Launch,Email,2024-04-06,2024-04-24,Male 35-44,Central,4059.74,86258,2281,125,193902.37
1213,Ayurvedic Range Launch,Email,2024-10-26,2024-11-01,Female 25-34,West,6937.76,166107,3336,101,135796.93
1417,Sunscreen Season Campaign,Facebook,2024-01-30,2024-02-11,Female 35-44,East,42044.09,1218700,8089,275,485633.67
1055,Ayurvedic Range Launch,Google Ads,2024-11-27,2024-12-04,Male 18-24,Central,67669.87,2553501,35916,1385,765457.19
1482,Baby Care Trust Campaign,Instagram,2024-07-24,2024-07-30,Female 35-44,Central,59500.74,2274562,40462,2150,1035991.2
1641,Ayurvedic Range Launch,Instagram,2024-01-29,2024-02-17,Female 25-34,North,35193.34,743188,21491,489,835057.22
1041,Men'S Grooming Drive,Google Ads,2024-06-14,2024-07-08,Female 45+,Unspecified,11810.54,244751,6174,433,1376716.55
1732,Wedding Season Special,Instagram,2024-11-17,2024-12-15,Female 18-24,South,22633.69,654262,13298,281,180486.18
1566,Baby Care Trust Campaign,Google Ads,2024-09-10,2024-10-07,Male 18-24,North,66939.74,2506291,77100,3164,2496213.84
1043,Summer Glow Launch,Email,2024-09-20,2024-09-25,Female 45+,East,7085.57,188117,1246,57,71410.69
1385,Influencer Collab - Skincare,Email,2024-09-04,2024-09-13,Female 25-34,South,2396.39,72236,579,22,39401.17
1801,Influencer Collab - Skincare,Google Ads,2024-10-09,2024-11-04,Male 25-34,Central,17030.5,427316,14068,447,725502.54
1175,Influencer Collab - Skincare,Facebook,2024-01-22,2024-02-09,Female 35-44,South,49484.32,1280893,44726,2410,3758290.82
1318,Clearance Sale Push,Facebook,2024-06-27,2024-07-15,Male 25-34,West,30539.26,604603,20918,1639,2044546.56
1375,Back To College Offer,Facebook,2024-02-17,2024-03-05,Female 45+,East,13832.48,541212,16758,272,431365.2
1774,Herbal Range Awareness,Instagram,2024-06-30,2024-07-21,Male 25-34,West,32809.62,1258230,39079,1702,1465591.4
1379,Influencer Collab - Skincare,Email,2024-06-09,2024-07-02,Male 25-34,North,4184.99,132900,3151,89,155905.17
1330,Baby Care Trust Campaign,Google Ads,2024-06-05,2024-06-15,Female 35-44,Central,25874.74,628692,8578,593,335098.72
1234,Monsoon Skincare Push,Google Ads,2024-07-12,2024-08-04,Male 45+,Central,63897.7,2168485,73375,3090,3145757.94
1524,Back To College Offer,Instagram,2024-07-30,2024-08-06,Female 18-24,West,57879.29,978612,25072,909,731470.62
1276,Hair Care Revamp,Instagram,2024-04-07,2024-04-21,Female 18-24,North,28698.07,648973,19357,818,787382.39
1153,Clearance Sale Push,Instagram,2024-07-15,2024-07-24,Male 35-44,Unspecified,56420.32,2055794,44376,3282,4673454.61
1423,Sunscreen Season Campaign,YouTube,2024-08-30,2024-09-12,Male 45+,East,45070.96,1714031,38599,484,323463.55
1242,Ayurvedic Range Launch,Google Ads,2024-08-25,2024-09-19,Male 25-34,West,70778.04,2195146,72125,2850,3527871.65
1126,Monsoon Skincare Push,Google Ads,2024-02-22,2024-02-27,Female 45+,West,34774,602515,13822,452,410684.93
1577,Influencer Collab - Skincare,Instagram,2024-04-09,2024-05-02,Male 25-34,Central,55375.62,1285662,37245,2920,1999591.23
1810,Influencer Collab - Skincare,YouTube,2024-06-16,2024-07-15,Female 18-24,Unspecified,72726.49,1854027,28253,1233,766542.79
1415,Influencer Collab - Skincare,Facebook,2024-06-22,2024-07-17,Female 25-34,West,40448.88,1065905,15824,371,185091.9
1820,Influencer Collab - Skincare,Facebook,2024-02-06,2024-02-24,Male 45+,North,33889.6,576256,16022,677,905786.37
1543,Men'S Grooming Drive,Email,2024-03-13,2024-03-29,Male 18-24,North,1216.33,35808,926,37,24018.4
1282,Wedding Season Special,Google Ads,2024-03-09,2024-03-17,Male 45+,West,70158.56,1629798,28379,700,457186.75
1529,Herbal Range Awareness,Email,2024-03-03,2024-03-08,Male 35-44,East,5818.05,191530,2185,108,88156.49
1742,Monsoon Skincare Push,Facebook,2024-10-21,2024-10-26,Female 25-34,Unspecified,47118.23,1489686,14809,383,528211.31
1371,Men'S Grooming Drive,Google Ads,2024-06-10,2024-07-08,Female 35-44,East,63457.28,1191830,36459,2042,3078150.14
1091,Hair Care Revamp,Google Ads,2024-10-15,2024-10-21,Male 35-44,Central,15685.6,607247,17082,487,319312.34
1350,Ayurvedic Range Launch,Facebook,2024-01-17,2024-02-04,Female 18-24,Central,22879.71,523121,8521,359,142755.17
1652,Festive Gift Bundle,YouTube,2024-09-19,2024-10-05,Female 18-24,West,57428.59,2290904,77418,5505,4537504.6
1354,Herbal Range Awareness,Instagram,2024-08-11,2024-08-22,Male 35-44,East,41043.1,1615156,11725,815,538239.16
1387,Back To College Offer,Google Ads,2024-08-22,2024-09-20,Male 45+,North,78226.18,2702034,62929,4410,2194895.18
1252,Festive Gift Bundle,Google Ads,2024-10-24,2024-11-23,Female 18-24,Unspecified,43268.95,1293971,20887,339,196166.68
1808,Monsoon Skincare Push,Email,2024-09-01,2024-09-18,Male 25-34,South,2123.21,43555,1400,15,10348.66
1678,Herbal Range Awareness,Email,2024-04-07,2024-04-30,Female 25-34,South,7361.81,239300,5220,328,370793.77
1003,Baby Care Trust Campaign,YouTube,2024-02-21,2024-03-09,Male 18-24,South,49005.77,1756992,17358,605,799661.17
1051,Ayurvedic Range Launch,YouTube,2024-09-04,2024-09-12,Female 45+,West,43602.32,1045321,14505,855,326449.62
1614,Herbal Range Awareness,Email,2024-01-12,2024-01-31,Female 35-44,East,4195.12,123332,2226,84,130992.94
1046,Clearance Sale Push,Instagram,2024-06-25,2024-07-10,Male 45+,West,47669.38,1164574,38414,2722,4823719.39
1479,Festive Gift Bundle,Email,2024-01-21,2024-01-30,Male 25-34,East,3947.39,91896,546,30,51754.35
1446,Festive Gift Bundle,Instagram,2024-09-08,2024-09-25,Male 35-44,Unspecified,56894.82,2233822,36175,1601,2048512.56
1520,Summer Glow Launch,Instagram,2024-10-19,2024-11-06,Female 35-44,Central,36898.46,914493,21479,806,342382.71
1042,Influencer Collab - Skincare,YouTube,2024-11-21,2024-12-11,Female 45+,West,50250.78,1266756,18534,321,187205.93
1481,Anti-Ageing Serum Push,YouTube,2024-09-18,2024-09-28,Female 35-44,North,36085.41,645044,8324,491,646243.96
1817,Monsoon Skincare Push,Facebook,2024-08-19,2024-08-29,Male 35-44,South,29445.3,859282,28879,1147,1417549.42
1322,Men'S Grooming Drive,YouTube,2024-04-22,2024-05-06,Male 35-44,West,26759.11,932933,31330,2299,2731846.75
1044,Festive Gift Bundle,Google Ads,2024-03-22,2024-04-05,Male 18-24,Unspecified,10957.21,276119,3241,223,114737.65
1637,Herbal Range Awareness,Facebook,2024-03-12,2024-03-21,Female 18-24,West,18690.94,383641,6186,218,168354.1
1514,Herbal Range Awareness,Facebook,2024-02-09,2024-03-08,Male 18-24,North,31453.53,585521,14592,987,1396424.43
1296,Sunscreen Season Campaign,Email,2024-03-16,2024-04-11,Female 18-24,South,4170.82,92957,2181,90,58338.85
1782,Influencer Collab - Skincare,Facebook,2024-02-21,2024-02-28,Female 25-34,East,41032.55,624197,13239,588,284507.81
1180,New Year Wellness,Facebook,2024-09-15,2024-10-02,Male 45+,East,46615.24,1493056,18302,809,806451.63
1155,Sunscreen Season Campaign,YouTube,2024-03-18,2024-03-23,Male 18-24,South,16793.27,479256,11539,675,245640.93
1079,Sunscreen Season Campaign,Facebook,2024-10-07,2024-11-04,Female 35-44,North,29221.95,519556,7088,220,92232.07
1787,Herbal Range Awareness,Email,2024-07-18,2024-07-28,Male 25-34,Unspecified,4244.53,166231,4739,333,333645.27
1535,Men'S Grooming Drive,Facebook,2024-11-27,2024-12-25,Male 18-24,East,36578.46,617393,12247,304,401955.94
1503,Back To College Offer,YouTube,2024-07-13,2024-07-23,Female 45+,West,75250.44,2345268,25427,447,206881.63
1295,Influencer Collab - Skincare,Email,2024-02-28,2024-03-22,Male 45+,South,4240.36,122449,3631,81,140618.51
1489,Back To College Offer,Instagram,2024-02-12,2024-03-10,Male 35-44,East,32762.45,398534,12733,390,693665.26
1553,Ayurvedic Range Launch,Email,2024-08-31,2024-09-20,Male 18-24,South,3026.14,52958,1200,42,31458.54
1591,Men'S Grooming Drive,Google Ads,2024-11-10,2024-12-04,Female 25-34,South,19045.07,542673,18184,208,187163.14
1685,Herbal Range Awareness,YouTube,2024-11-10,2024-11-17,Female 25-34,North,46028.36,875927,9493,746,1098048.29
1615,Summer Glow Launch,Email,2024-10-22,2024-11-08,Male 25-34,Central,1199.89,33363,1089,78,136468.15
1152,Influencer Collab - Skincare,Google Ads,2024-10-22,2024-11-16,Male 25-34,West,44730.33,1242141,8276,580,343347.25
1559,Summer Glow Launch,Instagram,2024-06-23,2024-07-03,Female 25-34,East,45958.81,1736080,42129,1884,2933358.27
1088,Hair Care Revamp,Google Ads,2024-03-03,2024-03-14,Male 18-24,South,26571.53,726745,11502,575,590949.62
1164,Wedding Season Special,Email,2024-10-29,2024-11-03,Male 35-44,South,5903.93,228416,5004,247,153865.89
1268,Men'S Grooming Drive,YouTube,2024-02-04,2024-02-21,Female 18-24,Central,35348.28,1283215,31827,2243,847099.39
1300,Baby Care Trust Campaign,YouTube,2024-01-18,2024-01-24,Male 35-44,Central,51245.11,1240872,27805,2149,1001630.64
1771,Men'S Grooming Drive,Facebook,2024-09-25,2024-10-14,Female 45+,West,47504.56,1132907,26244,1582,2272618.6
1297,Clearance Sale Push,Google Ads,2024-03-06,2024-03-20,Female 45+,Unspecified,35845.6,1029561,6788,402,619117.09
1662,Sunscreen Season Campaign,Email,2024-03-06,2024-03-21,Male 25-34,North,4779.9,186046,4661,78,83035.87
1517,Monsoon Skincare Push,YouTube,2024-10-04,2024-10-22,Female 35-44,East,36377.1,1145519,29105,1582,2164230.27
1814,Hair Care Revamp,Email,2024-07-29,2024-08-13,Male 18-24,North,1620.97,47935,1569,46,44587.95
1118,Anti-Ageing Serum Push,Google Ads,2024-11-24,2024-12-22,Male 45+,Central,42258.03,1408008,21916,433,494699.11
1689,Baby Care Trust Campaign,Email,2024-06-27,2024-07-23,Female 25-34,North,5130.74,98431,786,18,10352.09
1389,Hair Care Revamp,Google Ads,2024-03-18,2024-04-16,Male 18-24,West,39520.55,818255,23772,925,872736.12
1321,Wedding Season Special,Facebook,2024-04-20,2024-05-14,Female 35-44,West,13834.67,336696,6307,148,128753.45
1362,Men'S Grooming Drive,Instagram,2024-08-14,2024-08-31,Male 18-24,East,55309.03,1373012,47148,1314,631853.95
1154,Back To College Offer,Google Ads,2024-07-24,2024-07-31,Female 18-24,Central,70622.26,2425040,34728,557,563841.05
1737,Wedding Season Special,Facebook,2024-02-14,2024-03-13,Female 25-34,North,26030.76,967329,25003,728,278613.23
1027,Wedding Season Special,Google Ads,2024-02-02,2024-02-20,Male 18-24,South,33161.7,883696,6069,414,378702.93
1620,Anti-Ageing Serum Push,Instagram,2024-06-26,2024-07-22,Female 25-34,Central,13273.07,485285,14124,153,124325.87
1767,Baby Care Trust Campaign,YouTube,2024-02-16,2024-03-14,Male 18-24,North,21928.26,710098,4617,71,120800.44
1646,Men'S Grooming Drive,Facebook,2024-11-08,2024-11-19,Male 25-34,Central,35563.04,821297,8834,333,199492.67
1807,Sunscreen Season Campaign,Facebook,2024-02-01,2024-03-02,Female 35-44,East,38926.27,1094102,12161,215,164787.7
1059,Men'S Grooming Drive,Instagram,2024-08-17,2024-09-15,Male 45+,Central,34688.37,614898,12368,942,388932.3
1381,Monsoon Skincare Push,Email,2024-01-14,2024-01-25,Male 18-24,North,5540.36,173100,3128,168,251246.81
1664,Herbal Range Awareness,Google Ads,2024-11-19,2024-11-25,Female 45+,Central,47625.9,1206637,29006,1986,1379977.12
1552,New Year Wellness,YouTube,2024-06-02,2024-06-19,Female 25-34,Central,88702.22,3149529,95278,4599,7089107.23
1803,Sunscreen Season Campaign,Instagram,2024-01-03,2024-01-29,Female 45+,South,53503.78,1573935,42331,2917,3104698.95
1450,Clearance Sale Push,Facebook,2024-09-25,2024-10-13,Female 45+,West,18686.97,481633,4956,114,62105.09
1101,Monsoon Skincare Push,Google Ads,2024-05-28,2024-06-03,Female 35-44,West,76871.96,1304958,42698,2387,3422100.65
1493,Summer Glow Launch,Facebook,2024-02-13,2024-02-24,Male 35-44,North,27138.72,788957,14461,309,256793.42
1195,Wedding Season Special,YouTube,2024-08-21,2024-09-03,Female 45+,East,66742.68,1799124,31758,2287,1353513.28
1705,Ayurvedic Range Launch,YouTube,2024-07-16,2024-08-08,Male 18-24,Unspecified,27925.56,1105595,28103,1794,2295952.78
1085,Men'S Grooming Drive,YouTube,2024-07-05,2024-07-26,Female 45+,North,65955.8,2560386,23769,1248,1074726.4
